journal_full_title;issn;eissn;doi;period;is_gold;is_hybrid;is_green;non_oa;bfi_level;publisher;institution;corresponding_author;corresponding_institution;euro;submission_fee;page_charge;color_charge;CC-charge;discount;dk_funding
Helgoland Marine Research;1438-387X;;10.1186/s10152-016-0476-5;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Journal of Northwest Atlantic Fishery Science;0250-6408;;;2015;;;;;2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Leukemia;0887-6924;;10.1038/leu.2014.205;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Linnean Society. Zoological Journal;0024-4082;;10.1111/zoj.12304;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Marine Biology Research;1745-1000;;10.1080/17451000.2014.904885;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Marine Drugs;1660-3397;;10.3390/md13063809 ;2015;;;;;2008:BFI:-1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Molecular Biology and Evolution;0737-4038;;10.1093/molbev/msv181;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Molecular Biology and Evolution;0737-4038;;10.1093/molbev/msw184;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature;0028-0836;;10.1038/nature14625;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-17232011 ? …;;10.1038/ncomms9159;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-17232011 ? …;;10.1038/ncomms9912;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms13175;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms10511;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms13389;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms13158;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms13107;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms11693;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms10507;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms12296;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms13736;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms12747;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Nature Genetics;1061-4036;;10.1038/ng.3198;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0128289;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0135243;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0124375;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0126852;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0124473;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0133252;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0141955;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0141952;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0133440;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0122636;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0122463;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0140663;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0129785;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0167301;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0156934;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0148277;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0165252;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0168940;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0167164;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0168381;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0151577;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0147012;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0157472;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0161822;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0162712;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
PLoS Neglected Tropical Diseases ;1935-2727;;10.1371/journal.pntd.0004319;2016;;;;;2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Palaeontologische Zeitschrift;0031-0220;;10.1007/s12542-015-0272-6;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Parasitology Research;0932-0113;;10.1007/s00436-015-4421-3;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
PeerJ;2167-83592013 ? …;;10.7717/peerj.880;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
PeerJ;2167-83592013 ? …;;10.7717/peerj.895;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
PeerJ;2167-83592013 ? …;;10.7717/peerj.749;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
PeerJ;2167-8359;;10.7717/peerj.2274;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
PeerJ;2167-8359;;10.7717/peerj.2606;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
PeerJ;2167-8359;;10.7717/peerj.2050;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Plant Systematics and Evolution;0378-2697;;10.1007/s00606-014-1118-5;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Polar Research;0800-0395;;10.3402/polar.v35.24782;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Royal Society of London. Philosophical Transactions B. Biological Sciences;0962-8436;;10.1098/rstb.2013.0387;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Royal Society of London. Philosophical Transactions B. Biological Sciences;0962-8436;;10.1098/rstb.2014.0281;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Royal Society of London. Proceedings B. Biological Sciences;0962-8452;;10.1098/rspb.2016.1378;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep15644;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep09414;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep16402;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep11942;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep11184;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep16498;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep13201;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep17588;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep11826;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep17061;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep34050;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep30531;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep22362;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep38548;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep34409;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep37347;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep31326;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep25501;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep25546;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep18787;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences;1369-8486;;10.1016/j.shpsc.2015.02.006;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
Systematic Biology;1063-5157;;10.1093/sysbio/syv052;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Statens Naturhistoriske Museum;;;;;;;;;
The Cryosphere;1994-0416;;10.5194/tc-10-597-2016;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Zoological Studies;1021-5506;;10.1186/s40555-014-0103-6;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
eLife;2050-084X2013 ? …;;10.7554/eLife.06974;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
eLife;2050-084X;;10.7554/eLife.17092;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Statens Naturhistoriske Museum;;;;;;;;;
Acta Physica Polonica. Series B: Elementary Particle Physics, Nuclear Physics, Statistical Physics, Theory of Relativity, Field Theory;0587-4254;;10.5506/APhysPolB.46.2205;2015;;true;true;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Teoretisk partikelfysik og kosmologi;non-dk;;;;;;;scoap3;
Astronomy & Astrophysics;0004-6361;;10.1051/0004-6361/201424434;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Astronomy & Astrophysics;0004-6361;;10.1051/0004-6361/201424496;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Astronomy & Astrophysics;0004-6361;;10.1051/0004-6361/201423836;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Astronomy & Astrophysics;0004-6361;;10.1051/0004-6361/201424088;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Astrophysical Journal;0004-637X;;10.1088/0004-637X/802/2/139 ;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Astrophysical Journal;0004-637X;;10.1088/0004-637X/807/1/46;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Classical and Quantum Gravity;0264-9381;;10.1088/0264-9381/32/13/135017;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
International Astronomical Union. Proceedings of Symposia;0074-1809;;10.1017/S1743921314013490;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
International Journal of Modern Physics D: Gravitation, Astrophysics and Cosmology;0218-2718;;10.1142/S0218271815500753;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
International Journal of Modern Physics D: Gravitation, Astrophysics and Cosmology;0218-2718;;10.1142/S0218271815440137;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Journal of Cosmology and Astroparticle Physics;1475-7516;;10.1088/1475-7516/2015/12/052;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Journal of High Energy Physics (Online);1029-8479;;10.1007/JHEP03(2015)068;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Journal of High Energy Physics (Online);1029-8479;;10.1007/JHEP12(2015)150;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Journal of High Energy Physics (Online);1029-8479;;10.1007/JHEP01(2015)001;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Journal of High Energy Physics (Online);1029-8479;;10.1007/JHEP08(2015)006;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Journal of High Energy Physics (Online);1029-8479;;10.1007/JHEP02(2015)136;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Journal of High Energy Physics (Online);1029-8479;;10.1007/JHEP07(2015)155;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Journal of High Energy Physics (Online);1029-8479;;10.1007/JHEP11(2015)080;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
Journal of High Energy Physics (Online);1029-8479;;10.1007/JHEP09(2015)129;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Teoretisk partikelfysik og kosmologi;;;;;;;;;
